reviewTitle,reviewBody,final_sentiment,cluster,aspects
Superb Quality,Fits exactly how I imagined. Quality of material is amazing and soft. Will definitely purchase again,positive,0,"['is', 'amazing']"
good  product,great price,positive,0,['price']
Don’t work.,These doesn’t work. Don’t stick to face nor does it do anything to the bumps. Also isn’t sheer and you can tell their on your face.,positive,0,"['work', 'to']"
Fast shipping,Came pretty fast good quality filter,positive,0,"['fast', 'good', 'filter']"
Very short draw string,"While I do like the pattern, they are on the smaller side and the draw string is way to short. I ordered a XXL and the string to tighten the shorts should of been 59"" for that size. As it was, I measured mine at 55"" and couldn't even tie a bow this when you put the shorts on, the string pulls inside the string hole this making it very difficult to pull back out. That's a key component this why I knocked 3 stars off. Had to buy 2 64"" draw strings at $12 just to be able to tie an appropriate not so pants stay up.",negative,1,"['are', 'making', 'component', 'tie']"
Good value,Cost Effective and good quality.,positive,0,"['Cost', 'quality']"
Worth the Money,This vacuum is excellent and very lite and easy to use.  The product is well designed. My wife loves your vacuum. I will never repurchase another expensive vacuum.,positive,0,"['is', 'lite', 'designed', 'loves', 'vacuum']"
"Sturdy, great quality, easy to use!",It really works for spinal decompression. My chiropractor has it in his office and lets me use it after my therapy session. I watch the cooking shows or news while inverted!  Ie love it so much that I ended buying one for my house! I use it before and after martial arts class and it helps to open up your chest and expand your lungs.  Very helpful,positive,0,"['works', 'love', 'helpful']"
Beautiful and high quality shelves!,"Easy to install, easy instructions. Quick delivery. BEAUTIFUL shelves, Love them! The wood is very pretty and the quality is superb.",positive,0,"['Easy', 'instructions', 'shelves', 'Love', 'is', 'is']"
Mini Air Cooler,"This small fan is good for your personal space like your desk or next to your bed. It uses water to cool down and moisten the air it blows, so it works best when the air is dry, which also helped me when I had the heater on recently. It does its job quietly, which I appreciate because I like to have it running during the night also. Overall it is exactly what I expected and does what I want from it.",positive,0,"['is', 'space', 'uses', 'air', 'works', 'works', 'does', 'appreciate']"
Positive saying,I love affirmations that are positive so every morning when I look in my mirror I get to see that,negative,1,"['love', 'love', 'are']"
Pretty and lightweight; thin but sturdy.,"Overall I really like these planters!  Very lightweight but sturdy enough to hold decor.  Only problem I had was one of the planters was bent in at the bottom (zoom in on the bottom of left planter). Not worth returning to me, it'll add to that ""rustic"" look lol.",negative,1,"['like', 'lightweight', 'sturdy', 'was', 'was', 'add']"
Amazing frother,"I love how it heats up and froths so well. I tend to use less milk with this. Non dairy creamer varies in the ability to froth-oat milk tends to froth very little, but cow/cream and nut milk froths better.",positive,0,"['love', 'heats', 'froths']"
Great!!!,Great controls for an affordable price,positive,0,"['controls', 'price']"
Must have for gamers,Very easy to use and set up. I used this to connect my Nintendo switch and xbox and now I can add more things. The remote is great so you don’t have to keep clicking a button on the actual device like others.,positive,0,"['easy', 'is', 'device']"
Perfect!,Perfect!,positive,0,['Perfect']
Must get camera,"I just got into video making....I’m not disappointed one bit. This camera is AWESOME!!! The features are awesome, although I’m still learning how to use them. It has the image stabilization is on point for something that fits in a shirt pocket. I’m looking forward to getting my hands on another one to add another video angle.",positive,0,"['disappointed', 'is', 'are']"
Good product.,No complaints. The logo can no placed towards the back if you dislike it. But I have no complaints.,negative,1,"['complaints', 'placed', 'have']"
They still run small,Still a little small,positive,0,[]
Quality Case and Great Service,"Second time of ordering these for storing my valuable prescription sunglasses.  Virtually crushproof.  Just the right size, not too big but they hold my Oakley sunglasses.  Great ervice from Splaqua.",positive,0,"['sunglasses', 'size', 'ervice']"
Perfect,Perfect replacement for Starbucks tumblers,positive,0,['Perfect']
We Needed More Memory than 8 gig,"We had an 8 gig SD Card that was not enough, so we ordered this 32 gig. We have had it for a couple of weeks. We turned off  the phone, took out the battery, replaced the SD card, plugged in the battery, turned on the phone. We took a pictures, used the phone. Everything seemed to work as before. I looked at the storage. There are 29.xx gigs still available on the SD. Everything seems to work well. It is nice to have some available memory on my phone again. When we find my wife's phone we will order another one.",positive,0,"['was', 'seemed', 'gigs', 'seems', 'work', 'is', 'memory']"
Thanks,Good price,positive,0,['price']
Awesome,It has so many zippers and it was perfect to transport our Pomeranian in to the Vets.,negative,1,['was']
Very very leaky,"I love the color , it’s beautiful, but the stains and leaking it’s horrible . I washed it three times and still comes color out of it like it’s not going away . I stained the sink , bathtub , my hands and face , very messy , so for me the leaking and mess it’s not worth .",positive,0,"['’s', '’s', '’s', 'stains', '’s', 'going', 'stained', 'stained', 'hands', '’s', 'leaking', '’s']"
Work great for a DIY car maintenance,These adapters work great for taking off lug nuts and various other bolts when working on the car. It is a simple device but very handy to adapt to various socket sizes. Very good for DIY car mechanic. So far I had no issues with any of the sockets that I used.,positive,0,"['work', 'work', 'taking', 'is', 'good', 'had']"
They stretch and feel good,I love the socks.  They make my legs and feet feel good.  Will buy again.,positive,0,"['love', 'feel']"
Lightweight and efficient!,"Amazing vaccum for the price! Makes getting pet hair up so easy! Turns, gets under couches, in corners. One of the best Amazon buys I’ve ever made!",positive,0,"['vaccum', 'getting', 'of']"
BluFire Security Alarm,I recently bought this product. Thought I liked it cause I never had an issue! I installed on my 2020 Yamaha YZF-R6 and I killed my battery. Know i have to purchase a battery for $103. Honestly isn't worth the $40 if your gonna end up having to buy a new battery.,positive,0,"['liked', 'had', 'installed', 'is']"
Top shelf airbrush,Great airbrush great quality nice price highly recommend,positive,0,"['airbrush', 'quality', 'price', 'recommend']"
Best radio clock,Durable! Love this radio clock!,positive,0,"['Durable', 'Love']"
Perfect,These are the best brushes for chalk paint!,positive,0,['brushes']
Its the best mini aquarium pump on the market,This lil pump rocks! Its very quiet and does an excellent job �,positive,0,"['quiet', '�']"
Great Scrub Pants,"Great scrub pants. I’m an ER RN. The scrubs get a good work out for many shifts during their lifetime. ( last about 2 years)..1 wash a week. They fit really well, there’s plenty of room in them, and they’re very colorfast in the wash. They have cargo pockets on each leg, regular front pockets, and a pocket on the back for your wallet with a button on it. I love the design. It’s the only one I will buy now. Would buy them again. Thank you.",positive,0,"['pants', 'work', 'get', 'fit', 'love', 'Thank']"
Value,Good fit and great value.,positive,0,"['value', 'fit']"
Don’t buy,There is no grey tint looks white,positive,0,[]
Works and tested as 2.4 Gbps,"Didn't see the specs anywhere on the product page (said something about 1.3 mbps..?) , but it was cheaper than other cables and the reviews said it just works, so I took the risk. The bag it came in said it was USB 3.2 gen 1 and the Oculus desktop app test results said 2.4 gbps so I'm happy.",negative,1,"['was', 'said', 'took', ""'m""]"
Impressive can and you don’t have to worry about The lid smacking into your counter,"Impressive can, and you don’t have to worry about the lid smacking into your countertop as our old one did, the only downside to this can is that it is a little bit short for me, as I am a 6 foot tall person and when I reach down full extension of my arm I still have to bend down another four or 5 inches to trigger the Cans sensor and I do have a pretty long arms, so if they can was four or 5 inches taller I think it would be a little bit of an improvement. Not a fault of the can just for me it would be ideal if it was a few inches taller maybe a slightly higher base or something?",positive,0,"['can', 'have', 'about', 'can', 'long', 'of', 'be', 'be']"
